task_id,createtime,creater,updater,his_protection_id,cure_employee_name,name,weight,temperature,discription,eventtime,state,hospital_id,hospital_code,hospital_name,add_employee_name,con_category_name,commodity_name,commodity_brand
,2023-04-07 16:52:07,刘医生,,25,刘医生,第1次,,,体内驱虫第1次,2023-04-07 16:52:07,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣0.67ml,汉维宠仕
,2023-04-07 12:48:35,刘医生,,58,刘医生,加强免疫,,38.5,加强免疫,2023-04-07 12:48:35,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,卫佳捌,硕腾
,2023-04-07 12:48:35,刘医生,,58,刘医生,加强免疫,,38.5,加强免疫,2023-04-07 12:48:35,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-03-07 00:00:00,刘医生,,58,刘医生,加强免疫,,,加强免疫,2024-03-07 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-06 14:04:05,刘医生,,57,刘医生,加强免疫,5,,加强免疫,2023-04-06 14:04:05,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2024-04-05 14:04:05,刘医生,,57,刘医生,加强免疫,,,加强免疫,2024-04-05 14:04:05,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-06 00:00:00,刘医生,,56,刘医生,狂犬,3,,基础疫苗狂犬,2023-04-06 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2023-04-12 17:49:14,刘医生,,68,刘医生,加强免疫,,,加强免疫,2023-04-12 17:49:14,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-04-11 17:49:14,刘医生,,68,刘医生,加强免疫,,,加强免疫,2024-04-11 17:49:14,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-03 12:38:55,刘医生,,53,刘医生,首免,,,基础疫苗首免,2023-04-03 12:38:55,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-24 12:38:55,刘医生,,53,刘医生,二免,,,基础疫苗二免,2023-04-24 12:38:55,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,优免康（四联）,默沙东
,2023-05-15 12:38:55,刘医生,,53,刘医生,三免,,,基础疫苗三免,2023-05-15 12:38:55,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-22 00:00:00,刘医生,,53,刘医生,狂犬,,,基础疫苗狂犬,2023-05-22 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-02 00:00:00,刘医生,,52,刘医生,二免,,,基础疫苗二免,2023-04-02 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,卫佳伍,硕腾
,2023-04-23 00:00:00,刘医生,,52,刘医生,三免,,,基础疫苗三免,2023-04-23 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,卫佳伍,硕腾
,2023-05-09 00:00:00,刘医生,,52,刘医生,狂犬,,,基础疫苗狂犬,2023-05-09 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-23 15:53:46,刘医生,,81,刘医生,加强免疫,,,加强免疫,2023-04-23 15:53:46,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-04-22 15:53:46,刘医生,,81,刘医生,加强免疫,,,加强免疫,2024-04-22 15:53:46,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-02 12:31:33,刘医生,,49,刘医生,加强免疫,,,加强免疫,2023-04-02 12:31:33,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2024-04-01 12:31:33,刘医生,,49,刘医生,加强免疫,,,加强免疫,2024-04-01 12:31:33,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-05 12:54:22,刘医生,,24,刘医生,第1次,6,,体内外驱虫第1次,2023-04-05 12:54:22,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐旺137.5mg,海正
,2023-04-05 12:54:22,刘医生,,24,刘医生,第1次,6,,体内外驱虫第1次,2023-04-05 12:54:22,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣0.67ml,汉维宠仕
,2023-04-30 16:08:21,刘医生,,34,刘医生,第1次,,,体内驱虫第1次,2023-04-30 16:08:21,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐旺27.5mg,海正
,2023-04-30 16:08:21,刘医生,,34,刘医生,第1次,,,体内驱虫第1次,2023-04-30 16:08:21,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣0.67ml,汉维宠仕
,2023-03-28 00:00:00,刘医生,,46,刘医生,狂犬,3,38.5,基础疫苗狂犬,2023-03-28 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2023-03-31 17:38:52,刘医生,,20,刘医生,第1次,1.6,38.5,体内驱虫第1次,2023-03-31 17:38:52,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐旺27.5mg,海正
,2023-03-28 15:07:00,刘医生,,19,刘医生,第1次,3.3,,体内驱虫第1次,2023-03-28 15:07:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐旺27.5mg,海正
,2023-03-28 12:42:01,刘医生,,43,刘医生,加强免疫,,,加强免疫,2023-03-28 12:42:01,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-03-28 12:42:01,刘医生,,43,刘医生,加强免疫,,,加强免疫,2023-03-28 12:42:01,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-03-27 12:42:01,刘医生,,43,刘医生,加强免疫,,,加强免疫,2024-03-27 12:42:01,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-28 00:00:00,刘医生,,42,刘医生,狂犬,,38.5,基础疫苗狂犬,2023-03-28 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2023-03-26 17:49:21,刘医生,,18,刘医生,第1次,33,38.5,体内外驱虫第1次,2023-03-26 17:49:21,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣2.38ml,汉维宠仕
,2023-03-26 17:49:21,刘医生,,18,刘医生,第1次,33,38.5,体内外驱虫第1次,2023-03-26 17:49:21,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐旺137.5mg,海正
,2023-04-18 12:47:59,刘医生,,72,刘医生,加强免疫,,,加强免疫,2023-04-18 12:47:59,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-18 12:47:59,刘医生,,72,刘医生,加强免疫,,,加强免疫,2023-04-18 12:47:59,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-04-17 12:48:00,刘医生,,72,刘医生,加强免疫,,,加强免疫,2024-04-17 12:48:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-26 15:30:21,刘医生,,33,刘医生,第1次,13,,体外驱虫第1次,2023-04-26 15:30:21,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣1.34ml,汉维宠仕
,2023-03-26 16:53:54,刘医生,,17,刘医生,第1次,14,38.5,体外驱虫第1次,2023-03-26 16:53:54,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣1.34ml,汉维宠仕
,2023-01-29 00:00:00,刘医生,,41,刘医生,首免,,,基础疫苗首免,2023-01-29 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-02-19 00:00:00,刘医生,,41,刘医生,二免,,,基础疫苗二免,2023-02-19 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-12 00:00:00,刘医生,,41,刘医生,三免,,,基础疫苗三免,2023-03-12 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-26 00:00:00,刘医生,,41,刘医生,狂犬,4.65,38.5,基础疫苗狂犬,2023-03-26 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2023-03-26 14:53:28,刘医生,,16,刘医生,第1次,7,38.5,体外驱虫第1次,2023-03-26 14:53:28,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣0.67ml,汉维宠仕
,2023-03-26 12:11:36,刘医生,,37,刘医生,加强免疫,3.75,38.5,加强免疫,2023-03-26 12:11:36,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-03-26 12:11:36,刘医生,,37,刘医生,加强免疫,3.75,38.5,加强免疫,2023-03-26 12:11:36,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-03-25 12:11:36,刘医生,,37,刘医生,加强免疫,,,加强免疫,2024-03-25 12:11:36,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-16 00:00:00,刘医生,,50,刘医生,狂犬,3.1,,基础疫苗狂犬,2023-04-16 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2023-03-26 00:00:00,刘医生,,36,刘医生,三免,2.9,38.5,基础疫苗三免,2023-03-26 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-02 00:00:00,刘医生,,36,刘医生,狂犬,,,基础疫苗狂犬,2023-04-02 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-26 10:49:46,刘医生,,15,刘医生,第1次,,,体内驱虫第1次,2023-03-26 10:49:46,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣0.67ml,汉维宠仕
,2023-03-26 10:49:46,刘医生,,15,刘医生,第1次,,,体内驱虫第1次,2023-03-26 10:49:46,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐旺137.5mg,海正
,2023-03-25 19:01:59,刘医生,,33,刘医生,加强免疫,,38.5,加强免疫,2023-03-25 19:01:59,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-03-25 19:01:59,刘医生,,33,刘医生,加强免疫,,38.5,加强免疫,2023-03-25 19:01:59,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-03-24 19:01:59,刘医生,,33,刘医生,加强免疫,,,加强免疫,2024-03-24 19:01:59,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-25 19:03:00,刘医生,,34,刘医生,加强免疫,,38.5,加强免疫,2023-03-25 19:03:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-03-25 19:03:00,刘医生,,34,刘医生,加强免疫,,38.5,加强免疫,2023-03-25 19:03:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-03-24 19:03:00,刘医生,,34,刘医生,加强免疫,,,加强免疫,2024-03-24 19:03:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-25 19:03:25,刘医生,,35,刘医生,加强免疫,,38.5,加强免疫,2023-03-25 19:03:25,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-03-25 19:03:25,刘医生,,35,刘医生,加强免疫,,38.5,加强免疫,2023-03-25 19:03:25,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-03-24 19:03:26,刘医生,,35,刘医生,加强免疫,,,加强免疫,2024-03-24 19:03:26,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-02 00:00:00,刘医生,,30,刘医生,狂犬,,,基础疫苗狂犬,2023-04-02 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2023-03-25 00:00:00,刘医生,,29,刘医生,三免,,39,基础疫苗三免,2023-03-25 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-03-23 00:00:00,刘医生,,28,刘医生,二免,3,38.8,基础疫苗二免,2023-03-23 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-04-20 00:00:00,刘医生,,28,刘医生,三免,,,基础疫苗三免,2023-04-20 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-12 13:23:16,刘医生,,28,刘医生,第1次,9,,体内外驱虫第1次,2023-04-12 13:23:16,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣0.67ml,汉维宠仕
,2023-04-12 13:23:16,刘医生,,28,刘医生,第1次,9,,体内外驱虫第1次,2023-04-12 13:23:16,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐旺137.5mg,海正
,2023-06-29 09:16:09,刘医生,,108,刘医生,首免,,,基础疫苗首免,2023-06-29 09:16:09,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,美国辉瑞八联疫苗,
,2023-07-20 09:16:09,刘医生,,108,刘医生,二免,,,基础疫苗二免,2023-07-20 09:16:09,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,美国辉瑞八联疫苗,
,2023-08-10 09:16:09,刘医生,,108,刘医生,三免,,,基础疫苗三免,2023-08-10 09:16:09,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,美国辉瑞八联疫苗,
,2023-08-10 09:16:09,刘医生,,108,刘医生,三免,,,基础疫苗三免,2023-08-10 09:16:09,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2023-04-12 00:00:00,刘医生,,67,刘医生,三免,,,基础疫苗三免,2023-04-12 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-26 00:00:00,刘医生,,67,刘医生,狂犬,,,基础疫苗狂犬,2023-04-26 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-22 00:00:00,刘医生,,27,刘医生,二免,2,39,基础疫苗二免,2023-03-22 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,优免康（四联）,默沙东
,2023-05-03 13:29:48,刘医生,,24,刘医生,三免,4,38.5,基础疫苗三免,2023-05-03 13:29:48,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-05-24 13:29:48,刘医生,,24,刘医生,狂犬,,,基础疫苗狂犬,2023-05-24 13:29:48,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-22 12:51:28,刘医生,,23,刘医生,首免,2,39.5,基础疫苗首免,2023-03-22 12:51:28,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,妙三多,硕腾
,2023-04-19 12:51:28,刘医生,,23,刘医生,二免,2,39.5,基础疫苗二免,2023-04-19 12:51:28,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,妙三多,硕腾
,2023-05-17 12:51:28,刘医生,,23,刘医生,三免,2,,基础疫苗三免,2023-05-17 12:51:28,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,妙三多,硕腾
,2023-05-24 00:00:00,刘医生,,23,刘医生,狂犬,,,基础疫苗狂犬,2023-05-24 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,优免康（四联）,默沙东
,2023-03-21 00:00:00,刘医生,,21,刘医生,三免,  5,39,基础疫苗三免,2023-03-21 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,英特威优免康,
,2023-04-11 00:00:00,刘医生,,21,刘医生,狂犬,8.5,39.0,基础疫苗狂犬,2023-04-11 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2023-04-01 10:58:34,刘医生,,22,刘医生,第1次,7.7,,体内驱虫第1次,2023-04-01 10:58:34,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐旺137.5mg,海正
,2023-03-19 00:00:00,刘医生,,17,刘医生,狂犬,2.45,38.5,基础疫苗狂犬,2023-03-19 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2023-03-19 09:43:58,刘医生,,15,刘医生,加强免疫,6.65,39.0,加强免疫,2023-03-19 09:43:58,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2023-03-19 09:43:58,刘医生,,15,刘医生,加强免疫,6.65,39.0,加强免疫,2023-03-19 09:43:58,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-03-18 00:00:00,刘医生,,14,刘医生,三免,4,39.0,基础疫苗三免,2023-03-18 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-04-08 00:00:00,刘医生,,14,刘医生,狂犬,,,基础疫苗狂犬,2023-04-08 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-18 14:45:03,刘医生,,13,刘医生,加强免疫,10,38.5,加强免疫,2023-03-18 14:45:03,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-03-18 14:45:03,刘医生,,13,刘医生,加强免疫,10,38.5,加强免疫,2023-03-18 14:45:03,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-03-17 14:45:04,刘医生,,13,刘医生,加强免疫,,,加强免疫,2024-03-17 14:45:04,1,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-13 17:21:03,刘医生,,39,刘医生,第1次,,,体内驱虫第1次,2023-05-13 17:21:03,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,爱沃克（犬用）0.4ml,拜耳
,2023-03-18 14:01:55,刘医生,,9,刘医生,第1次,4.5,39.0,体内外驱虫第1次,2023-03-18 14:01:55,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,爱沃克（猫用）0.4ml,拜耳
,2023-05-13 17:16:57,刘医生,,38,刘医生,第1次,,,体内驱虫第1次,2023-05-13 17:16:57,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,驱虫服务,爱沃克（猫用）0.8ml,拜耳
,2023-03-18 14:03:09,刘医生,,10,刘医生,第1次,3.5,39.0,体内外驱虫第1次,2023-03-18 14:03:09,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,爱沃克（猫用）0.4ml,拜耳
,2023-03-18 13:03:31,刘医生,,7,刘医生,第1次,7,38.5,体内外驱虫第1次,2023-03-18 13:03:31,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐旺137.5mg,海正
,2023-03-18 13:03:31,刘医生,,7,刘医生,第1次,7,38.5,体内外驱虫第1次,2023-03-18 13:03:31,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣0.67ml,汉维宠仕
,2023-03-31 17:41:32,刘医生,,21,刘医生,第1次,10,38.5,体内外驱虫第1次,2023-03-31 17:41:32,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐旺137.5mg,海正
,2023-03-31 17:41:32,刘医生,,21,刘医生,第1次,10,38.5,体内外驱虫第1次,2023-03-31 17:41:32,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣0.67ml,汉维宠仕
,2023-03-18 13:12:04,刘医生,,12,刘医生,加强免疫,6,39.0,加强免疫,2023-03-18 13:12:04,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2024-03-17 13:12:04,刘医生,,12,刘医生,加强免疫,,,加强免疫,2024-03-17 13:12:04,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-18 13:11:12,刘医生,,11,刘医生,加强免疫,6,39.0,加强免疫,2023-03-18 13:11:12,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2024-03-17 13:11:12,刘医生,,11,刘医生,加强免疫,,,加强免疫,2024-03-17 13:11:12,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-18 13:14:18,刘医生,,8,刘医生,第1次,5,39.0,体内外驱虫第1次,2023-03-18 13:14:18,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,丽可健0.4ml（猫用）,丽可健
,2023-03-18 13:14:18,刘医生,,8,刘医生,第1次,5,39.0,体内外驱虫第1次,2023-03-18 13:14:18,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐妙56mg,海正
,2023-03-19 00:00:00,刘医生,,18,刘医生,三免,1,39.0,基础疫苗三免,2023-03-19 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-03-26 00:00:00,刘医生,,18,刘医生,狂犬,,,基础疫苗狂犬,2023-03-26 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-18 00:00:00,刘医生,,10,刘医生,三免,2.5,38.5,基础疫苗三免,2023-03-18 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-03-25 00:00:00,刘医生,,10,刘医生,狂犬,2.5,38.5,基础疫苗狂犬,2023-03-25 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2023-03-18 11:10:11,刘医生,,9,刘医生,加强免疫,8,38.5,加强免疫,2023-03-18 11:10:11,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-03-18 11:10:11,刘医生,,9,刘医生,加强免疫,8,38.5,加强免疫,2023-03-18 11:10:11,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2024-03-25 00:00:00,刘医生,,9,刘医生,加强免疫,,,加强免疫,2024-03-25 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-18 11:07:01,刘医生,,8,刘医生,首免,3,38.5,基础疫苗首免,2023-03-18 11:07:01,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-08 11:07:01,刘医生,,8,刘医生,二免,,,基础疫苗二免,2023-04-08 11:07:01,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-29 11:07:01,刘医生,,8,刘医生,三免,,,基础疫苗三免,2023-04-29 11:07:01,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-06 00:00:00,刘医生,,8,刘医生,狂犬,,,基础疫苗狂犬,2023-05-06 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-05 00:00:00,刘医生,,55,刘医生,二免,2.5,,基础疫苗二免,2023-04-05 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-26 00:00:00,刘医生,,55,刘医生,三免,,,基础疫苗三免,2023-04-26 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-17 00:00:00,刘医生,,55,刘医生,狂犬,,,基础疫苗狂犬,2023-05-17 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-17 18:10:03,刘医生,,7,刘医生,首免,1.7,38.5,基础疫苗首免,2023-03-17 18:10:03,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-07 18:10:03,刘医生,,7,刘医生,二免,,,基础疫苗二免,2023-04-07 18:10:03,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-28 18:10:03,刘医生,,7,刘医生,三免,,,基础疫苗三免,2023-04-28 18:10:03,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-05 00:00:00,刘医生,,7,刘医生,狂犬,,,基础疫苗狂犬,2023-05-05 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-26 00:00:00,刘医生,,40,刘医生,三免,1.5,38.5,基础疫苗三免,2023-03-26 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-02 00:00:00,刘医生,,40,刘医生,狂犬,,,基础疫苗狂犬,2023-04-02 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2023-03-17 16:17:15,刘医生,,6,刘医生,第1次,,,体内外驱虫第1次,2023-03-17 16:17:15,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,爱沃克（猫用）0.4ml,拜耳
,2023-03-17 10:38:44,刘医生,,6,刘医生,加强免疫,,,加强免疫,2023-03-17 10:38:44,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-03-17 10:38:44,刘医生,,6,刘医生,加强免疫,,,加强免疫,2023-03-17 10:38:44,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-03-16 10:38:44,刘医生,,6,刘医生,加强免疫,,,加强免疫,2024-03-16 10:38:44,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-23 10:39:41,刘医生,,13,刘医生,第1次,2.65,39.0,体内外驱虫第1次,2023-03-23 10:39:41,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,爱沃克（猫用）0.4ml,拜耳
,2023-04-02 14:50:02,刘医生,,23,刘医生,第1次,5,,体内驱虫第1次,2023-04-02 14:50:02,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐旺27.5mg,海正
,2023-03-15 00:00:00,刘医生,,19,刘医生,加强免疫,25.2,38.5,加强免疫,2023-03-15 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,卫佳捌,硕腾
,2023-03-15 00:00:00,刘医生,,19,刘医生,加强免疫,25.2,38.5,加强免疫,2023-03-15 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2023-03-19 14:26:40,刘医生,,12,刘医生,第1次,25.2,38.5,体内外驱虫第1次,2023-03-19 14:26:40,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣2.38ml,汉维宠仕
,2023-03-19 14:26:40,刘医生,,12,刘医生,第1次,25.2,38.5,体内外驱虫第1次,2023-03-19 14:26:40,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐旺137.5mg,海正
,2023-05-17 11:03:35,刘医生,,40,刘医生,第1次,,,体内驱虫第1次,2023-05-17 11:03:35,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐旺137.5mg,海正
,2023-05-01 11:11:40,刘医生,,90,刘医生,首免,,,基础疫苗首免,2023-05-01 11:11:40,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,卫佳伍,硕腾
,2023-05-22 11:11:40,刘医生,,90,刘医生,二免,,,基础疫苗二免,2023-05-22 11:11:40,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,卫佳伍,硕腾
,2023-06-12 11:11:40,刘医生,,90,刘医生,三免,,,基础疫苗三免,2023-06-12 11:11:40,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,卫佳伍,硕腾
